20240430,18,2,03,09,13,22,33,43,14
20240426,17,5,13,21,22,26,33,34,35
20240423,17,2,13,14,17,32,33,36,31
20240419,16,5,07,10,16,22,31,46,42
20240416,16,2,05,08,17,33,35,40,10
20240412,15,5,03,05,12,15,17,39,24
20240409,15,2,03,16,17,19,22,26,1
20240405,14,5,04,31,35,38,40,48,18
20240402,14,2,27,32,38,39,46,49,24
20240329,13,5,02,03,13,15,43,48,1
20240326,13,2,06,19,21,29,32,46,11
20240322,12,5,04,16,38,40,41,48,35
20240319,12,2,08,14,19,20,21,36,28
20240315,11,5,08,18,33,37,40,43,31
20240312,11,2,03,13,22,27,45,49,17
20240308,10,5,07,26,27,29,36,40,32
20240305,10,2,10,15,21,24,26,38,37
20240301,9,5,01,29,30,39,46,47,17
20240227,9,2,07,15,17,29,41,42,28
20240224,8,6,08,15,21,27,46,48,31
20240223,8,5,03,08,09,21,34,49,22
20240222,8,4,09,11,18,31,39,46,5
20240221,8,3,13,21,25,27,31,43,47
20240220,8,2,06,08,17,27,34,46,25
20240219,8,1,02,10,17,32,38,48,8
20240218,8,0,06,12,24,32,36,44,45
20240217,7,6,04,05,20,27,32,40,6
20240216,7,5,19,24,33,42,43,45,16
20240215,7,4,04,08,18,19,20,33,3
20240214,7,3,07,12,19,26,32,39,44
20240213,7,2,02,03,06,39,44,47,34
20240212,7,1,16,22,37,46,47,49,4
20240211,7,0,11,13,23,29,44,45,27
20240210,6,6,05,06,11,13,28,34,4
20240209,6,5,03,07,16,20,25,30,37
20240208,6,4,05,08,25,31,39,47,22
20240207,6,3,20,22,31,34,35,37,7
20240206,6,2,14,19,23,26,34,40,5
20240202,5,5,05,09,25,35,38,39,24
20240130,5,2,07,19,30,38,40,45,27
20240126,4,5,02,11,20,34,46,47,40
20240123,4,2,02,14,17,26,27,47,4
20240119,3,5,01,03,07,19,31,46,40
20240116,3,2,01,03,20,21,36,40,44
20240112,2,5,04,25,29,38,42,46,6
20240109,2,2,12,29,31,37,44,49,3
20240105,1,5,02,20,23,30,35,47,40
20240102,1,2,04,14,18,21,36,38,1
20231229,52,5,01,11,23,31,39,46,17
20231226,52,2,08,19,28,29,30,46,10
20231222,51,5,08,09,20,34,35,49,40
20231219,51,2,14,18,20,26,38,48,2
20231215,50,5,01,09,22,28,33,39,7
20231212,50,2,06,20,30,33,38,46,16
20231208,49,5,05,08,22,27,28,29,16
20231205,49,2,10,14,30,38,42,48,37
20231201,48,5,04,15,18,23,40,47,42
20231128,48,2,12,18,23,27,33,44,39
20231124,47,5,09,16,20,42,43,48,2
20231121,47,2,16,21,26,30,37,47,31
20231117,46,5,15,30,31,34,40,45,47
20231114,46,2,06,12,15,30,38,43,41
20231110,45,5,02,04,06,08,11,31,26
20231107,45,2,07,08,21,41,44,47,13
20231103,44,5,08,20,24,28,40,48,3
20231031,44,2,02,10,18,36,42,47,24
20231027,43,5,06,15,22,27,28,31,24
20231024,43,2,07,29,34,41,43,49,22
20231020,42,5,32,37,38,39,40,44,24
20231017,42,2,05,12,13,20,24,34,27
20231013,41,5,01,09,13,14,28,30,31
20231010,41,2,03,08,17,33,34,48,11
20231006,40,5,06,16,21,27,30,49,26
20231003,40,2,03,22,29,31,40,44,48
20230929,39,5,06,09,18,35,38,48,25
20230926,39,2,09,14,26,37,38,39,8
20230922,38,5,02,13,32,36,38,43,34
20230919,38,2,03,16,24,35,37,41,27
20230915,37,5,12,16,19,30,37,39,14
20230912,37,2,21,22,26,33,34,35,46
20230908,36,5,14,20,23,33,34,40,24
20230905,36,2,12,14,32,34,40,48,39
20230901,35,5,01,19,26,34,45,49,37
20230829,35,2,06,07,10,22,41,42,31
20230825,34,5,02,10,20,31,33,46,24
20230822,34,2,02,19,26,34,43,46,31
20230818,33,5,13,19,21,24,41,45,44
20230815,33,2,10,22,26,30,34,43,41
20230811,32,5,08,27,34,38,39,47,30
20230808,32,2,11,26,28,30,41,45,22
20230804,31,5,06,10,21,34,38,41,47
20230801,31,2,11,26,37,38,40,41,28
20230728,30,5,01,03,22,25,34,44,32
20230725,30,2,12,17,28,33,40,45,39
20230721,29,5,03,15,35,39,41,49,38
20230718,29,2,04,05,16,19,34,40,10
20230714,28,5,10,15,17,33,34,45,36
20230711,28,2,10,21,26,34,48,49,39
20230707,27,5,03,06,15,21,24,33,14
20230704,27,2,06,12,15,16,24,41,21
20230630,26,5,06,22,26,29,32,43,38
20230627,26,2,13,24,30,37,43,44,4
20230623,25,5,04,08,23,31,42,49,16
20230620,25,2,05,15,32,34,37,41,11
20230616,24,5,02,21,22,30,33,41,42
20230613,24,2,01,06,08,09,10,21,2
20230609,23,5,30,32,36,38,46,49,26
20230606,23,2,08,13,27,30,41,43,18
20230602,22,5,01,05,13,16,23,34,49
20230530,22,2,05,06,09,29,43,45,27
20230526,21,5,05,10,12,15,30,36,26
20230523,21,2,05,20,23,38,44,46,33
20230519,20,5,05,08,09,35,38,44,31
20230516,20,2,01,19,26,34,38,43,48
20230512,19,5,02,07,09,18,20,48,14
20230509,19,2,01,21,22,29,31,44,3
20230505,18,5,10,13,16,19,21,48,30
20230502,18,2,08,09,14,37,42,46,10
20230428,17,5,05,31,38,41,43,47,28
20230425,17,2,05,12,13,27,28,41,37
20230421,16,5,07,11,23,25,27,43,5
20230418,16,2,06,08,10,28,41,43,45
20230414,15,5,10,22,23,35,46,49,2
20230411,15,2,09,12,30,31,33,37,25
20230407,14,5,04,11,20,25,32,39,30
20230404,14,2,10,19,21,33,35,47,9
20230331,13,5,10,22,26,29,45,47,41
20230328,13,2,03,10,26,35,37,44,15
20230324,12,5,02,14,26,34,40,46,13
20230321,12,2,03,11,20,30,41,45,28
20230317,11,5,06,07,10,24,29,40,16
20230314,11,2,03,04,11,12,20,37,5
20230310,10,5,15,19,29,32,39,40,35
20230307,10,2,13,17,23,25,32,41,16
20230303,9,5,13,16,18,22,34,42,14
20230228,9,2,02,11,25,26,27,35,10
20230224,8,5,15,38,39,40,45,48,2
20230221,8,2,01,05,06,11,26,46,41
20230217,7,5,07,09,14,16,26,33,27
20230214,7,2,11,22,23,30,31,49,14
20230210,6,5,07,11,24,28,33,46,3
20230207,6,2,03,08,11,18,28,47,5
20230205,6,0,05,19,25,33,38,42,41
20230204,5,6,02,14,20,21,22,49,38
20230203,5,5,03,14,25,29,44,45,46
20230202,5,4,08,13,19,21,31,45,37
20230201,5,3,05,08,19,23,33,46,48
20230131,5,2,01,26,33,36,40,42,37
20230130,5,1,07,18,23,39,41,43,25
20230129,5,0,02,08,09,15,27,31,42
20230128,4,6,01,19,23,30,35,48,45
20230127,4,5,04,13,28,33,38,39,42
20230126,4,4,10,12,13,21,40,42,49
20230125,4,3,02,03,08,23,24,27,14
20230124,4,2,02,04,18,20,30,32,10
20230123,4,1,07,10,18,23,34,35,9
20230122,4,0,06,08,10,22,27,29,23
20230121,3,6,01,05,16,21,23,25,30
20230120,3,5,16,25,27,31,34,42,6
20230117,3,2,05,17,23,24,36,42,16
20230113,2,5,05,21,23,24,40,44,17
20230110,2,2,15,21,22,30,41,42,24
20230106,1,5,19,22,29,36,43,46,30
20230103,1,2,02,04,08,19,24,39,28
20221230,53,5,05,08,14,17,20,46,7
20221227,53,2,03,11,16,21,22,39,4
20221223,52,5,09,13,32,34,35,39,1
20221220,52,2,03,04,12,16,29,32,39
20221216,51,5,06,11,12,40,47,49,28
20221213,51,2,06,09,12,14,33,47,34
20221209,50,5,10,16,22,40,45,48,31
20221206,50,2,10,15,27,32,39,42,28
20221202,49,5,08,22,28,40,41,45,34
20221129,49,2,06,21,34,37,46,49,18
20221125,48,5,14,15,20,26,35,41,36
20221122,48,2,05,13,18,24,27,48,32
20221118,47,5,10,17,27,37,44,45,22
20221115,47,2,19,20,26,29,34,39,4
20221111,46,5,02,10,19,20,36,48,37
